,professor_name,lecture_name,url_id,clean_txt,aspect
693,한종기,디지털신호처리,536041,"강의력이야 말할 것도 없고 본인이 학기에 한종기 교수님 신호및시스템에서 A 이상 받았으면 이 수업도 A 그냥 가져갈 수 있음.  문제라 부담도 없고 중간 기말에 매우 도움되는 과제물임. 작년부터 한종기 교수님 수업을 들어왔는데 학점면에서 항상 너그러운 분이라고 생각함. 평소에 어렵게 다가왔던 전공 과목이 있다면 한종기 교수님 수업을 듣는 것을 적극 추천함. 이보다 더 학생들 생각하기도 어려울 정도로 학생들 생각해주시고 신경쓰시는 분이십니다 보충 수업까지 잡아서 이해 할 때까지 몇번이고 반복설명 해주셨어요 보통 이러면 수업은 졸려야하는데 교수님이 굉장히 유쾌하셔서 매번 웃으면서 수업들었습니다 학점도 쁠몰 주신거같아요. 학점은 변별력있게 주시지만, 진짜 너무 좋은 교수님이세요. 학생을 생각하는마음, 진심어린충고 등등 이 교수님과 한학기 수업하는동안에 내용은 어렵고 시험은 헬이고 성적은 쓰레기더라도 되돌아보면 dsp 수업시간엔 웃었던 기억 뿐이다. 근데 시험 어렵게 내신다고 하면 너무 어렵습니다 빡세게 연습문제 다 푸시면 에이쁠 쏵 가져가실거에요 학점은 노력에 비해 아쉽지만 너무나도 얻어가는듯한 수업이였습니다. 판서 위주로 하시는데 필기 잘 해놓으시고 퀴즈랑 시험볼때 보셔야 학점 잘받을수 잇어요. 시험은 강의내용을 제대로 이해하셔야 수월하실것같아요. 시험이 좀 어려웠습니다. 그리고 프로그래밍 과제도 내주셨는데 영상처리 때 낸 과제를 또 내셨다고 하셨었어요 어려웠습니다. 수업은 잘하시는데 좀 내용이 어렵습니다. 수업은 잘 하시는데 내용이 어려워서 그런가 헷갈리는 부분이 많습니다. 그와중에 시험문제는 거기서 똑같이 안나오니 따로 공부한 학생에게 좋은 점수를 주기위한 최고의 방법일것이다. 강의력이야 뭐 굳이 언급안해도 될정도로 좋으시다. 한학기동안 함께 하는동안 고작 학점의 그레이드보다 더 많은걸 받아간다. 학점은 정말 잘 안주시고 디제로까지 채워주지만, 그래도 인기가 많은 이유는 뭘까. 학생에게 그저 학점을 떠먹여줘서 인기가 많은 케이스가 아니다. 다른건 둘째치고 일단 학생을 위한 교수님이시다.  엔 한종기교수님이 맡으신 과목이 안보이는데. 하는만큼 나오는 교수님이라 생각하면 될 듯 싶습니다. 대 좋은학점 못따가요. 족보를 공개해주시지만 족보에서 시험이 나오는 게 아님. 퀴즈 번, 중간, 기말로 이루어짐. 진도를 빼기 위한 수업이 아니라 학생들에게 신호 처리에 대한 지식과 그 원리를 알려주는 수업. 과제는 제출하기만 하면 점수 주셨음. 교수님 사랑해요 덕분에 행복했어요. 신호및시스템에서 배웠던 것 FFT,DFT 등을 배우는데 기말고사때는 DFT,FFT부분에서 거의 대부분의 문제를 출제하셨음. 신시랑 많이 겹치고, 진도가 가장 조금 나간부분에서 시험이 가장 많이 나왔어요. 갓갓갓교수님. ",교수
718,이경근,데이터통신,536043,과제좀 많은데 시험 좀 못봐도 성실한 사람들한텐 과제점수로 커버 가능해서 좋아요. 교수님조아과제많아설명 못하셔교수님 귀여우셔시험 모르게써근데 난 공부열시미해써에이쁠 받을꼬아. 솔직히 교수님도 정말 좋고 다 괜찮은데 강의를 못하심. 이 교수님 수업을 너무 못가르쳐서 학기초에 수강취소하는 사람들 수두룩하게 생기고 학기중에도 과목 포기하는 사람들 많아짐. 앞자리 앉으면 수업시간마다 교수님과 질답 티키타카가능. 게다가 정규 과제는 번이나 이 과제들이 정말 골때림. 일단 분반이 반과 반이 있는데 반은 화목 다 나오고 반은 화요일만 수업하고 수강퀴즈로 출석 대체. 매 수업마다 강의동영상을 업로드 해주시기 때문에 언제든 혼자 공부가능하다는 것이 장점.  점부턴 수업때도 열심히한 사람. 이 교수님 과목 두 개 다 들었는데 다 그랬음. 공부 조금하고 수업 조금 듣는식으로 존버타면 무조건 비쁠은 받음. 과제는 개 있었음. 하지만 학점을 잘 받고싶다면 강추. ,시험
729,이성주,시스템반도체,536048,맨밑에 강의평 조작한거 같은데 외워야 될거 엄청 많습니다 잘하는 사람이 많아서 공부 많이 해야 성적 잘 나올거에요. 수업좋아요 조금만 공부하면 좋은학점 받을수있어요. 이론 프로젝트이론 시험은 어려움프로젝트는 fpga사용해서 설계하고 발표. ,학점
733,여운영,무선통신공학,536051,코로나 때문에 온라인수업을 진행하여 시험이 과제대체로 진행되었음. 수업 수준은 같은 학과 교수님들중에는 상타취. 그러나 온라인수업을 진행해서 그런지 과제에 깐깐하게 점수를 주는데 피드백이 하나도 없는게 좀 아쉬움. 코로나때문에 대면수업은 못했지만 교수님 강의력과 설명력이 굉장히 좋으심. 과제는 코로나때매 좀 귀찮은거 많이 내셨지만 그래도 성적평가를 위해 그런거니 어쩔수없었던것같음. 교수님 강의력이 좋으셔서 이해가 잘 되었고 내용도 매우 유익했음. 전반적으로 얻어가는 것이 많은 수업임 갓운영. 책 필요 없고 시험 난이도는 평타. 과제는 매트랩이나 c로 코딩하는 건데 할만함. 배워왔던 이론들과 정보통신 경향을 깔끔하게 정리한 수업임. 그렇다고 과제가 무의미한건 하나도 없었다. 그래도 노력한만큼 성적은 나와서 좋은것같. 할게 졸라게 많음. ,과제
746,송상훈,디지털시스템,536095,"코로나 때문에 싸강이었지만 정말 좋은 교수님임학생들 생각 정말 많이 해주시고 피드백도 바로바로 해주심무엇보다 학생들과 동등한 위치에서 소통하신다고 느껴지는게 참 좋으신 교수님 강의도 정말 성실히 찍어서 올려주심.  코로나 그럼에도 이해가 잘 되는 수업이해가 안 되면 교재 찬찬히 읽어보면 됨다른 학기 때는 어떠했는지 모르겠지만 시험 전에 교안 찬찬히 읽어보면 시험 잘 칠 수 있음과제 피드백이 있어서 좋았음수강신청 빡센 이유가 있음. 싸강학기라 다른학기와는 조금 다르겠지만 교수님이 굉장히 친절하시도 과제 및 시험에 관한 피드백도 잘해주십니다. 코로나로 인해 대면수업은 하지 못했으나교수님께서 일단 학생들을 생각해주신다는 점은 매우 알겠다. 과제, 시험에 피드백 하나하나 정성스럽게 해 주시고, 문의 메일을 보내도 굉장히 빠르게 답장해주신다. 교수님께서도 내용이 이해되게 수업을 잘 하시고 성격도 정말 좋으신 것 같음. 교수님이 쓰신 책 진짜 잘 쓰셔서 이해가 잘 되고 수업 때 설명도 잘해주심 퀴즈 번에 조별 과제 번 있음. 교수님 착하시고 강의도 잘하십니다. 아쉽게 커트라인 걸려서 학점은 못 받았지만 그래도 좋은 강의였습니다. 퀴즈 범위부터 시험까지 잘찝어주십니다 게다가 너무친절하시고 팀과제도 발표만하면 기본점수는 채워서주십니다. 시험은 과제에서 풀었던 수준이랑 비슷합니다. 갓 송상훈 교수님 짱짱설명도 정밀 잘 해 주시고 설명보다 교수님이 직접 쓰신 책이 더 짱짱임점수도 내가 한 만큼 잘 나오고팀플 하실 분들은 인터넷에 치면 나오는 뻔한 것 보다는 자기가 직접 새로운 아이디어 내서 하는 것 추천. 깐깐하신 교수님이 아니라서 수업 전 출튀하는 분이 가끔 계셨더랬죠. 교수님이 쓰신 교재라서 그런지 수업할 때 중요한 부분만 잘 설명하시고 교재는 이해하기 쉽게 써져있습니다. 정처기 딸 친구들은 무조건 들어야되는 강의. 많은 걸 얻어가는 좋은 강의였다. 성적은 비율대로 주시는것 같습니다. 통싸강 수업이였. 교수님이 설명도 잘하시고 질문하면 다 받아주시고 진짜 좋으세요. 대학 들어온 후 만난 교수님들 중 가장 책을 잘 쓰신 분. 단점은 강의가 약간 졸리다는 정도. 설명도 열심히 하시고 학생들 편의를 많이 봐주심 약간 졸리긴한데 그래도 컴공와서 진짜 좋은 교수님중 한분. 교수님이 제 지도교수시면 좋겠어요. 저는 개인적으로 질문을 많이 하는 스타일인데 교수님께서 매번 잘 받아 주셨습니다. 프로젝트는 기말 전에 한번 하는데 참신성이 중요해요. 퀴즈도 과제 범위 내에서 유형 다 겹쳐서 내세요. 어차피 과제 문제도 책에서 몇번이라고만 알려주셔서 필요하실겁니다. 교안도 교수님께서 공동저술한 책을 기반으로 되어있어서 책이 있으면 더 좋았던거같아요. 교수님 설명 잘하시는데 나긋하셔서 졸림. 그저 빛상훈 교수님 정말 귀여우시고 설명도 잘해주십니다 강추. 출결도 프리하고 교수님도 좋아요. ",수업
777,문승빈,디지털시스템,536097,"영어가 생각보다 잘 들리기는 하는데 너무 빠르게 수업을 진행하셔서 못따라갑니다, 과제부터 팀플까지 스스로 공부해야 되는 과목이라고 생각합니다. 시험난이도는 적절했던 것 같고 책 연습문제를 과제로 내주십니다. 메일도 잘 받아주시고 주에 번정도 실시간강의로 시험공지랑 프로젝트 설명 해주셨어요. 교수님이 pdf만 읽으셔서 진도 엄청 빨라요 팀플 과제도 제대로 알려주지도 않고한학기 정말 힘들었디만 점수는 후하게 주시는 거 같아요. 조별과제도 점수 짜게안주시고 무난합니다. 하지만 포기하지 마시고 유튜브영상 참고해서 많이 고민해보면 성적은 잘 주시는 편입니다. 영어수업인걸 감안하고 들으셔야할 것 같아요. 시험은 생각보다 어렵지는 않고 학생입장에서 많이 생각해 주시는 것 같습니다. 피피티의 내용만으로는 이해가 불충분하기 때문에 원서를 읽어야 했었는데 교수님의 진도를 따라가기 벅차다. 수업하실 때 피피티를 거의 읽기만 하신다. 비대면 강의라서 그런지 원래 이렇게 수업하시는 분인지 ppt를 읽기만하셔서 머리에 들어오는게 없고 혼자 공부해야합니다그리고 영어 강의라 총제적 난국. 그래도 학점은 후하게 주시는거 같고 프로젝트에서 얻어가는 것이 많았던거 같다. ",수업
785,박우찬,디지털시스템,536098,"코로나 때문에 시험은 과제 대체였는데 많이 부담되지 않는 선에서 내주시기도 했구요. 일주일 번 수업 중 한번은 이론수업 한번은 실습이론은 수업때 교수님이 어느 부분 강조하시는지 정도만 체크하고 연습문제 풀면서 책보고 혼자 공부해야함실습 수업은 조교님들이 진행하심. 학점을 잘 얻고 싶은사람들은 수업을 듣고 약간의 독학과 노력을 하면 될 듯 해요. 교수님이 자기도 모르면서 그냥 설명하고 뻘소리 많습니다.  만족스러운 강의였어요. 진득하게 배워보고 싶은 사람들한테는 비추, 이미 좀 알고있거나 대강 학점 B 받고싶으면 추천. 팀플은 혼자 할 수 있는 정도인데 팀플로 주는거보면 그냥 형식적인 듯함. 아마 수업만 들으면 B 정도 맞을거고 회로 작성이나 계산은 공부 좀 따로해야 풀기 쉽게 느껴질 듯. 내용도 쉽게쉽게 설명하는데 시험도 쉽게쉽게 나와서 평균점수 높은 편임. 지식을 쌓기 위해서 이 수업을 듣는다면 절대 비추천합니다. 프로젝트 두번, 중간기말고사 한번씩 있는데 프로젝트가 시험기간이랑 완전히 겹쳐서 스트레스를 좀 받을 수 있어요. 수업내용만 듣고 공부하기는 어려워요. 수업을 정말 가볍게 하시는 분. 조별과제는 그냥 구색맞추기 정도로 간단하고 점수도 잘줘서 어렵진않고 귀찮은정도. 실습조교가 수업을 더잘함. 수업은 잘못하시는듯. 조교님한테 죄송할 정도로 질문 메일을 많이 보냈는데 실습수업이나 메일로 질문받아주는거 열심히 해주심. 강의력은 그냥저냥인거 같음. 교수님이 뭐 어디서 무슨 연구나 산업을 하셨는지는 모르겠는데, 종종 딴 얘기를 하심. 학점 잘주셨. 교수님이 설명을 막 잘하시진 않음. 수업 퀄은 잘모르겠다 실습조교님이 설명을 열심히해주셧다. ",시험
791,박기호,디지털시스템,536100,"과제나 시험에서 피드백도 자주 해주심. 끝으로 온라인 수업을 했기 때문에 개인 프로젝트로 최종 과제를 했지만 팀플로 해보고 싶었음. 조흔 교수님인데 싸강 경험이 부족하셔서 이번 학기는 조큼 아쉬웠던 강의. 교수님 수업이 막 빡센 건 아님 근데 기준이 높으셔서 이번에 절평 피해 과목 중 하나인듯 솔직히 인간미도 어느정도 있으시고 좋은 말도 해주시려 해서 좋게 느껴졌는데 학점 보니까 바사삭 수업은 꼼꼼히 설명해주시려 하시고 학생들 살피시려 노력하심 근데 좀 답답한 감이 있. 이번엔 교수님이 설문 조사 받으면서 하나하나씩 피드백 하면서 어떻게 강의랑 수업 진행하실 건지 말씀해 주십니다 생각외로 지루할거 같앗는데 지루하지 않고 재밋습니다. 중간중간 과제 자체도 개인가 개 정도 잇어도 크게 어렵지 않아서 괜찬습니다. 교수님이 학생 한명한명 다 신경써주십니다 수업도 정말 열정적으로 하시고 중간에 설문조사를 통해 학생들 피드백도 받으세요 다만 코로나 때문에 팀플이 갠플로 바뀌면서 마지막에 좀 힘들었네요. 그치만 교수님 열정이나 강의력 하나는 짱. 힘들지만 교수님 진짜 좋으시고 얻어가는거 많은 수업입니다. 초반엔 너무 재밌었으나 중간고사 이후 광속으로 달리시는 교수님 덕에 모든 학우들 멘탈 파괴하심. 팀플을 참신한걸 하면 좋아하심팀플이 힘들지만 얻는게 많은수업. 시험도 번 보고 팀플 과제 발표가 번 있었지만 얻어가는 건 많은 수업. 교수님이 수업 진짜 잘 가르쳐주심. 가장 힘들었던 수업. 교수님이 학생에게 기대하는건 많으나 학생이 따라갈 수준이 못됩니다. 교수님은 거짓말 않고 진짜 좋으십니다. 단지 이번에는 팀 프로젝트가 개인 프로젝트여서 밤새는 좀 힘든감은 있었지만 그래도 열심히 듣고 했습니다. 진짜 열심히 꼼꼼히 공부해서 학점 채울 사람은 듣는 거 추천. 다만 설계하는 과제가 상당히 귀찮습니다. 한 학기 내내 하는 첫 온라인 수업이다보니, 진도 조절하는데 조금 어려움을 느끼신 것 같음. ",과제
821,박태순,운영체제,536112,"교수님의 강의력은 정말 좋다고 생각하지만 가끔 어떤 내용은 시험에 나온다고 미리 언급하시며 이유를 안 알려주시고 스스로 생각해보라 하심. 수업은 정말 좋고 잘 가르치시는데퀴즈나 시험에 나온문제 답을 안알려주시고 생각해보라고 하시는데 열심히 생각을 해도 몰라서 다. 시험에 다시 나와도 또 틀립니다그래도 수업이 좋아서 좋아요. 온라인 강의라서 다행이었고, 교수님 강의력 너무 좋으세요. 이 교수님 강의는 역시나 내용이 알차고 이해하기 쉽게 설명을 해주심. 그래도 교수님이 강의 완전 잘하셔서 이해는 거의 다 된다. 일단 교수님께서 수업을 엄청 열심히 하심. 강의 잘해서 좋은데 자꾸 스스로생각해오고 시험문제에 낸다고함 진짜 시험볼때까지 안알려주심. 주마다 퀴즈보는데 교수님이 강의중 말씀하신거 거의 나오니 꼼꼼하게 들어야함. 문제의 답변에 대해서 교수님 강의가 아닌 실제 윈도우즈 커널에서 발생하는 이슈와, 리눅스 커널을 라인바이 라인으로 분석한 결과로 답변을 쓴적이 있었는데. 물론 나도 교수님 강의에서는 이걸 매우 러프하게 실질적으로 틀린답으로 강의중에 말한걸 알고 있었고 그렇기에 그 사유에 대해서 매우 자세히 작성함. 이 교수님께 강의 내용에 대한 사견을 낼려면 아무래도 FreeBSD도 라인바이라인으로 공부해야할것같네요. 개인적으로 교수님 강의보다 리눅스커널 분석하는게 OS공부에 도움이 더 되는것같습니다. 교수님의 강의력은 정말 좋다. 하지만 교수님의 강의를 들을 때 왜 이런 거죠. 결론은, 굉장히 유익하나 노력한다고 시험점수를 절대적으로 보장할 수는 없는 강의이다. 교수님 수업 진짜 최고. 쪽지시험 도 중요하게들어가는데 족보없으면 완전불리해요 그대로 나오거든요 참고로 족보없이 중간동안 하루종일공부한시간보다 시간 족보보니 더잘나옴 중간도 족보가있어요 교수님강의 배울게많고 좋지만 성적 관련 해서는 족보없으니면 비추 거의다들갖고있기때문. 교수님이 칠판에 많은 걸 적지 않으시고 빠르게 말로만 설명하셔서 녹음하면서 들어야 하는 수업입니다. 필수에요 퀴즈로 과제 대체 하십니다 총 번 퀴즈 수업하시면서 이정도는 컴공 학년이면 알겠지 이러고 패스하시는 경향이 있으십니다공부한만큼 결과 나옵니다. 필수로 하셔야되시고 수업열심히들으면 점수나온다고봅니다 그리고 족보는 없지만 전학기수강자나 선배들꺼 강의자료나 시험본거 받을수있으면 꼭받아보세요 참고로 저도 가지고있는거 주고싶네요. 다만 교수님 강의 스타일이 모든 내용을 빠삭하게 안 상태에서 쉼없이 설명하시기 때문에 필기 많이 안하시고 오로지 말로만 설명해주신다. 박태순 교수님 수업 잘들으려면 녹음기 켜두고 들으세용. 교수님이 설명을 굉장히 잘 해주시는데 혼자 생각할 문제들을 내시고 답을 안알려주심. 퀴즈에서 교수님의 의도와 다른 답은 전부 부분점수 혹은 오답처리함. 어렵기도 어렵지만 내용이 진짜 많다 근데 열심히 한만큼 성적은 나온다. 시험에 낸다고 또 안 알려주심. 그리고 그때 낸 문제들을 퀴즈랑 시험에 내셔서 생각 잘못하면 다 틀림. 과제는 선택이고 퀴즈를 번 보는데 이게 과제점수로 들어가서 잘봐야함. 퀴즈 번 보는데 퀴즈 공부 잘해두면 중간 기말 때 편함. 시험 문제도 꽤나 까다로운 편이다. 시험기간에 벼락치기 하는 분은 듣지마세요. 수업 내용 꼭 필기하면서 들으시고 녹. 들어보시면 이게 대학 강의다. 수업이. 운영체제는 역시 갓태순겨수님 갓갓운영체제 확실히 배워갈수 있고학점도 열심히 하면 잘 받음. 최종 성적결과 족보러 의미 없음. 잦은 시험으로 인해 압박감이 있음. 퀴즈 비중크니 무조건 열심히 공부하고 교안은 대충 설명 나와잇고 무조건 수업 다 듣고 필기 다해야함 난 녹음하고 다시 듣는방식으로 공부햇음. 설명은 잘 해주셔서 얻어가는건 많지만 열심히하는 사람들 많이 들어서 학점따기 개어려움. 강의력 최고최상의 퀄리티 강의단, 족보 없으면 매우 힘듬. 밑에 보면 답안 알려주고가 아니라 답 안알려주곤데 힘들긴 함강의는 잘 하시고 알려주시는것도 잘 하시는데 안 알려줘서 문제임. 또한 저 말을 통해 아무리 교안을 달달 외워도, 시험을 결코 잘볼 리 없다는 점을 유추할 수 있다.  에 대해 시험 때 까지 생각해보세요 시험문제로 나옵니다 라는 말을 하고답은 안알려주기 때문에 내가 제대로 공부를 하고 있는지 잘 모를때가 많음. 제대로 OS를 공부하기를 원한다면 학교 강의에 연연하지마시고 그냥 문씨블로그랑 코드로 알아보는 ARM 리눅스 커널 판 사서 공부하세요. 등록금값보다 더 값진 강의니까 듣는걸 추천. 밑에 스트레스 받는다는건 맞긴한데 남는게 인 강의. 싸강이라서 더욱 배워가는게 많은 강의. 대면강의였으면 녹음은 필수라고 생각했음. 수업중 한마디 한마디가 다 중요한 말씀이었는데 이번학기는 싸강이라 돌려들을수 있어서 좋았음. 일단 강의력 말할거없이 뛰어남. 정말 참교육자이신데, 학생들의 역량이 교수님을 따라가지 못하는 느낌임. 그래도 시험 보고 나면 피드백 전부 일일이 달아 주시고, 피드백 영상까지 찍어 주심. 시험에 무조건 나오는데 이미 틀릴걸 아니 너무 슬픔. ",시험
870,최수미,컴퓨터그래픽스,536117,"사실 한번도 안듣고 구글링이랑 기본지식으로만 시험,과제 했을정도로 난이도가 쉽습니다. 시험은 온라인강의라 과제로 대체돼서 패스. 교수님이 매 수업마다 기본 분씩 늦는거부터 해서 별로 추천드리고싶진 않름얻어가는것도 별로 없음. 교수가 수업을 못함. 학점도 비율채워주시는것 같습니다,문제는 교수님이 수업을 잘 가르치지는 못해요. 그래서 과제를 하려면 교수님 설명을 듣는게좋지만 이미 코딩을 잘하신다면 그냥 피피티만 보고 공부해도 시험은 점수잘 나옵니다. 그리고 교수님께 질문해도 대답을 기대하진마세요. 피피티가 영어라 저는 구글에서 피피티 한글판 찾아서 그거보고했는데 중간중간 오역있거나 빠진부분도 있으니 영문판과 비교해가며 공부함 그래도 할만했어요. 시험은 코드 틀린곳 고치기, 용어 정의쓰기, 코드 작성하기 등등이 있었는데 피피티 달달외우면 볼만합니다. 교수가 거의 매일 분이상 늦음. 중간기말도 다 구두로 일정시간정함. 과제 꼼꼼히 안해도 됨. 강의력은 영 좋지는 않습니다. 중간에 귀찮다고 몇개안했더니 비쁠 나왔네요. ",과제
885,장윤,컴퓨터그래픽스,536118,"학교 다니면서 가장 스트레스를 많이 준 과목임철회 생각을 수도 없이 했음시험은 대충 이론 이해만 하면 수월한데 과제가 헬opengl webgl 과제 있. 배우면 은 본인 알아서 해야 함굳이 스트레스 이만큼씩이나 받으면서 결국 혼자 공부할 바엔 수업 안듣고 혼자 하는 게 이득일 듯아 과제 열심히 해도 피드백 없음이게 제일 불만임피드백 있었으면 그거 바탕으로 실력 쌓기라도 했을 텐데학기 내내 피눈물 흘리면서 과제 내고 잘한 건지 감점이 된 건지 끝날 때까지 모름도망치려면 도망치세요. 가장 좋은 성적받은 수강생입니다과제가 많고 정말 힘듭니다 근데 과제만 다하면 학점은 꽤 잘 주시는거 같아요 근데 과제 정말 스트레스받고 힘듭니다 한개만 안해도 D이하로 주신다고 하니 심리적 불안을 계속 안고 학기를 보냈어요. 알아서 잘 찾고 코딩하는거 좋아하면 추천학점 이번학기 절평이고 교수님이 기준을 말안해줘서 잘줬는지 모름. 진짜 이런 교수도 없다 세상 이 수업 하나라고 생각하는 건지 이 과제 몰두해야되고 구글링 수업이 따로없. 그래픽 툴 마야나 유니티 같은거 배우는 수업 아니고opengl로 한땀한땀 그리는 수업이었음그래픽 좋아하는 사람으로서 너무 유익하고 재밌었음또 과제는 찬찬히 따라가면 무난히 제출 가능함대신 코딩 머리가 좀 있어야 함방학때 c언어 전반 함수 호출, 함수 기능 살펴보는 능력, 파일 입출력 객체지향언어 콜백기능, 전처리된것들 쓰는 법 좀 공부해서 간 담에 들으면 안어려움. 과제 진짜 많음. 수업 전엔 어땠는지 모르겠는데 이번학기 기준으로 본인이 c, js를 잘하면 나쁘지않을 수업일거 같긴함. 자신이 결과물을 내고 싶어하면 이 강의 추천드립니다. 총평 본인이 알아서 잘 할 수있거나 그래픽수업이 좋으면 추천. 과제가 배운 내용에 비해 엄청 어려움 그리고 진짜 많음. 과제가 많은 것도 있는데 알려준 것에 비하여 해야 할 수준을 너무 높여서 냅니다. 과제 는 연계 과제라 을 못하면 그이후 과제 다 못함대학교 캠퍼스 하나 지정해서 짓고 맵핑하고 그외 효과주는게 과제 , ,. ",과제
900,이영렬,신호및시스템,536120,"풀이할게 되게 많음그래도 강의에서 문제들 다 풀이 해주셔서 과제할때 도움이 됨. 이 교수님 수업은 짱 잘하시고 열의도 많으심. 교수님이 코딩을 중요하게 생각하셔서 실습과제 나옴교수님이 열의있게 수업해주셔서 매우 좋고, 문제 직접 다 풀어주시면서 설명해주셔서 좋. 교수님이 열의가 있게 가르쳐 주시고 학점도 잘주시네요. 그런 강의를 들어도 비쁠밖에 못받는 나 자신이 문제. 강의는 정말 좋습니다. 만년 수학과목 비 가장 좋은 성적맞을정도로 설명잘해주시고 열심히한것도있지만 설명을 엄청 잘해주심. 진짜 수학 잘 못하는 사람도 이해되게끔 꼼꼼하게 설명해주심 이해 안 되면 수학 고등학교수준도 안 되는 정도로 자세하게 설명해 주시고 이론적인 내용만 가르치는게 아니라 관련 분야에 어떻게 쓰이는지도 알려줌 자세하게는 아니고 어떻게 쓰인다 정도만. 교수님 열의가 학생보다 뛰어나서 고생할 수도 있어요. 절평이었는데 학점 완전 후하게 줌. 혹시라도 연구실 홍보하시면 학점만 잘챙겨서 뒤도 안돌아보고 나오셈. 수업은 들을만함. 무조건 학점 잘따서 타 대학 연구실 가셈. 하지만 혹시나 대학원을 여기 교수님 연구실로 갈 생각이라면 전혀 다른 사람으로 바뀜에 주의할 것. 수업 자체로는 매우 등을만한 수업임. 수업에 대한 열의가 있으셔서 너무 좋았습니다. ",수업
909,유영환,신호및시스템,536121," 유영환 교수님 강좌 공통 학기째 이교수님 강의들 듣고 있는데 이교수님 가르치시는 무선통신, 통신시스템, 신호및시스템 등이 전부 동일함누구나 풀수있는 과제 말고는 오직 시험만 잘보면됨. 시험성적의 평균점수가 굉장히 낮게 나오기 때문에 코로나 특수 학기 항상 어렵게 나오던 시험이 이번학기는 엄청 쉽게 출제됐음코로나로 배려해주신듯. 매 수업마다 전시간꺼 복습해주시고 설명도 자세하게 해주심 본인이 꾸준히 공부하면 학점도 잘 받을수있음. 교수님이 시험문제를 변별력있게 잘 내시는거같아요. 듣기전에 꿀이라는 얘기를 듣고 신청해서 들었었는데요예전엔 수업을 빨리끝내주셨고 시험도 쉬웠다고 하더라구요그런데 이번에 들었을때는 수업꽉꽉채워서 하셨고 시험도 어려웠어요그리고 시험이 정말 좀 이해가 안되는게 중간고사를 예로 들면 이산식끼리 컨볼루션하는것만 주구장창 가르쳐주고 심지어 과제도 그거관련된것만 내주셨는데 시험은 이산식하고 연속식을 컨볼루션하는게 시험으로 나왔어요 저이때 열심히공부해갔는데 시험문제 거의 못풀었고 너무 당황스러웠어요. 이 수업은 생각보다 힘드니 각오하고 들으셔야하구요 시험이 결코 쉽지않습니다. 교수님의 열의도 반시험평의도 반학생수준도 반그냥 평의합니다. 과제는 큰부담없습니다.  과제는 번 내주셨나. 수업시간에 배우는 문제들은 기본이고 그 문제를 활용해서 푸실줄 알아야 합니다. 다 좋은데 제 기준에선 시험이 좀 어려웠어요. 전 수업 핵심을 매번 리뷰해주신다. 이 수업을 들으시려는 분들은 나중에 하려하지말고 꼭 수업시간에 풀 집중하셔야 합니다. 나는 개인적으로 추천하는 강의임. 교수님은 좋으신분 같습니다 열심히 안하면 힘들어요. 잘 따라만 간다면 학점 잘 받아갑니다. 강의를 굉장히 잘하시고 이해가 잘되게 하십니다. 조금만 생각해서 공부하면 점 나올일 절대 없고 번의 시험중에 하나라도 잘받아 놓으면 대충 b 은 보장된다고 보면됨. 암기문제가 아니기때문에 교안 대충보고 시험보면 정말 점나옴 점 받는사람 진짜 많. 무조건 내용을 암기가 아니라 이해하고 가야함. 강의력도 정말 좋으시고 내용이 마냥 쉽지는 않지만 항상 수업시작 분정도는 전 내용 복습이라 이해를 못해서 못따라갈 일은 거의 없. 진짜 공부 도 안하는 애들은 제외. 싸강이라 무난했습니다 설명을 엄청 반복적으로 해주심 과제는 없었다b. 강의도 무리하게 진도나가시지않고 복습을 많이해주시는게 너무좋다. ",과제
